term,pos,comment,is_case_sensitive,en,comment_en
ཀུ་ ཤི་ ན,,place-Kuśinagara,yes,Kuśinagara,"\nThe capital of the Malla kingdom, and the town, in the vicinity of which the Buddha passed into parinirvāṇa.\nToh 300, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.15.7"
ཀུཀྐུ་ ཊཱ་ ཙཱི་ ར,,place-Kukkuṭācīra,yes,Kukkuṭācīra,"\nA forest on Forest Garlands.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀུཉྫ་ རོ,,place-Kuñjaro,yes,Kuñjaro,"\nA mountain in the sea south of Jambudvīpa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀུཌྚཱཾ་ ག་ ཏི་ ན་ གནས་པ,,place-—,yes,Living in Kuttāṃgati,"\nAn area in Kuru.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀུན་ཁྱབ་ སྦྱིན,,person-Vibhudatta,yes,Vibhudatta,"\nA bhikṣu who was a pupil of Śāriputra.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ གྱི་ དཔལ,,person-—,yes,Glory of All,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ གྱི་ བཤེས་གཉེན,,person-Viśvāmitra,yes,Viśvāmitra,"\nIn chapter 44 it is the name of one of the future buddhas of this kalpa. It is also the name of the kalyāṇamitra in chapter 46, the teacher of children.\nToh 44-45, Peter Alan Roberts,v 0.0.8Viśmāmitra\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀུན་ གྱི་ བཤེས,,person-Viśvāmitra,yes,Viśvāmitra,"\nNone\nToh 558, Dharmachakra Translation Committee,v 1.5.16"
ཀུན་ གྱི་ རྟོགས་པ,,person-—,yes,Realized by All Beings,"\nName of a gandharva, a former incarnation of the Buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
ཀུན་ གྱིས་ བཤེས་གཉེན,,person-Viśvāmitra,yes,Viśvāmitra,"\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀུན་ ཏུ་ ཁ་དོག,,place-—,yes,Abundant Colors,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ ཁྱུ་མཆོག,,person-—,yes,Leader in All Regards,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ གནས,,term-saṃsthiti,yes,Stability,"\nNone\nToh 196, University of Calgary Buddhist Studies Team.,v 1.1.7"
ཀུན་ ཏུ་ གཟིགས་པ,,person-Samantadarśin,yes,Samantadarśin,"\nA future buddha.\nToh 138, Dharmachakra Translation Committee,v 1.0.14\nMañjuśrī’s name when he becomes a buddha.\nToh 59, Dharmachakra Translation Committee,v 1.1.1\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀུན་ ཏུ་ གཟིགས་པ་ -འི་ ང་རོ,,person-—,yes,All-Seeing Roar,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ གོ་བ་ -ར་ བྱེད་པ་ -འི་ དབྱངས,,person-—,yes,Universally Understood Melody,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ གོ་བྱེད,,person-—,yes,Instiller of Understanding,"\nA king; a former incarnation of the Buddha.\nToh 99, Dharmachakra Translation Committee.,v 1.26.14"
ཀུན་ ཏུ་ གྲགས་པ་ -འི་ ཆོས་ ཀྱི་ སྤྲིན་སྒྲ་ -འི་ རྒྱལ་མཚན,,place-Samantāvabhāsana­dharma­megha­nirghoṣa­dhvaja; Samanta­dharmāvabhāsa­dharma­megha­nirghoṣa­dhvaja,yes,Samantāvabhāsana­dharma­megha­nirghoṣa­dhvaja,"\n“The Victory Banner That Resounds Everywhere with the Sound of the Clouds of the Dharma.” A Bodhi tree in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ ཏུ་ ཉམས་པ་ -འི་ སྟོབས་ ཀྱི་ མཐའ,,place-—,yes,Extent of Failed Power,"\nA city in Godānīya.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀུན་ ཏུ་ ཏོག་ མ,,person-Samantaketu,yes,Samantaketu,"\nOne of the dhāraṇī goddesses present at the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀུན་ ཏུ་ དགའ་བ་ དང་ ལྡན་པ,,place-—,yes,Fully Joyous,"\nName of the world system of the thus-gone one Immeasurable Light.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཀུན་ ཏུ་ དགའ་བྱེད,,person-Ānandita,yes,Ānandita,"\nNone\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀུན་ ཏུ་ དྲི་མ་ མེད་པ་ -འི་ སྙིང་པོ,,person-—,yes,Universal Stainless Essence,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ དྲི,,person-Samantagandha,yes,Samantagandha,"\nA deva in the retinue of Śakra.\nToh 113, Peter Alan Roberts,v 1.2.1"
ཀུན་ ཏུ་ བཀོད་པ,,place-—,yes,Fully Arrayed,"\nName of the world system of the thus-gone one Jewel Foundation.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཀུན་ ཏུ་ བཏང་བ་ -འི་ འོད་ཟེར་ རབ་ བཏང,,person-—,yes,Constant Spreader of Light Rays,"\nA buddha.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ བཟང་པོ,,person-Samantabhadra,yes,Samantabhadra,"\nA great bodhisattva.\nToh 101, Dharmachakra Translation Committee,v 1.2.15\nA principal bodhisattva in the Mahāyāna sūtras. Not to be confused with the primordial buddha of the Nyingma tradition.\nToh 113, Peter Alan Roberts,v 1.2.1\nOne of the eight principal bodhisattvas, he figures strongly in the Gaṇḍavyūha (the final chapter of the Avataṃsaka­sūtra) and in the Lotus Sūtra. His prominence in these sūtras is the reason why emphasis is placed on Avalokiteśvara’s superiority over him. (Not to be confused with the buddha in the Nyingma tradition.)\nToh 116, Peter Alan Roberts with Tulku Yeshi,v 2.47.19\nA forest in a past eon.\nToh 127, Peter Alan Roberts,v 1.45.16\nThe buddha who presides over the buddha field Unblinking, the buddha field from which the bodhisatva Akṣayamati has come.\nToh 175, Jens Braarvig and David Welsh, University of Oslo,v 1.0.12\nOne of the eight main bodhisattvas, the heart sons of the Buddha.\nToh 182, Dharmachakra Translation Committee,v 1.18.16\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8\nNone\nToh 193, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.20.11\nA well-known bodhisattva who often figures in the Great Vehicle teachings.\nToh 201, Dharmachakra Translation Committee,v 1.1.3\nNone\nToh 260, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.18.11\nA bodhisattva.\nToh 267, Sakya Pandita Translation Group (Tsechen Kunchab Ling Division),v 1.35.8\nThe name of a bodhisattva.\nToh 270, Dharmachakra Translation Committee,v 1.2.12\nA Buddhist deity; the name of a bodhisattva; also the name of the deity asking Vajrasattva questions at the time of the delivery of the CMT.\nToh 431, Dharmachakra Translation Committee,v 2.28.10Samanta­bhadra\nA bodhisattva.\nToh 522, Dharmachakra Translation Committee,v 1.1.12\nOne of the sixteen great bodhisattvas. The content of the list varies from text to text.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nName of a bodhisattva.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2\nOne of the eight main bodhisattvas, the heart sons of the Buddha.\nToh 725, Lhasey Lotsawa Translations and Publications,v 1.1.5"
ཀུན་ ཏུ་ བཟང་པོ་ -འི་ ནགས་ རྣམ,,place-—,yes,Excellent Forest,"\nAn island in the vicinity of Jambudvīpa.\nToh 287, Dharmachakra Translation Committee,v 1.0.11"
ཀུན་ ཏུ་ བཟང་པོ་ -འི་ སྤྱོད་པ་ -འི་ སྨོན་ལམ,,text-Samanta­bhadra­caryā­praṇidhāna,yes,Samanta­bhadra­caryā­praṇidhāna,"\nThe Samanta­bhadra­caryā­praṇidhāna appears in the final part of the Gaṇḍa­vyūha­sūtra, which itself forms part of the Buddhāvataṃsaka­sūtra. It is well-known in Tibet, where it has been the subject of numerous commentaries. It continues to be recited daily in some monastic traditions in Tibet and China. The work also goes under the Sanskrit titles Bhadracari(-ī), and Bhadra­caryā­praṇidhāna. See Skilling and Saerji 2013, 198 n. 30.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ བལྟ་བ,,place-—,yes,Viewing,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ བློ,,person-Samantabuddhi,yes,Samantabuddhi,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ མ,,person-Samantamātā,yes,Samantamātā,"\nOne of the vidyārājñīs dwelling with Śākyamuni in the realm of the Pure Abode.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀུན་ ཏུ་ མཐོང,,place-—,yes,Vision,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ མཛེས,,person-Sa­manta­prāsā­dika,yes,Sa­manta­prāsā­dika,"\nA great bodhisattva.\nToh 231, Dharmachakra Translation Committee,v 1.30.12"
ཀུན་ ཏུ་ མར་མེ,,person-—,yes,Universal Light,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ མི་ སྐྱོ་བ,,person-Aparikheda,yes,Aparikheda,"\nNone\nToh 160, Dharmachakra Translation Committee,v 1.1.6"
ཀུན་ ཏུ་ མིག,,person-Samantanetra,yes,Samantanetra,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8Universal Observer\nA previous ruler of the Heaven of the Thirty-Three.\nToh 287, Dharmachakra Translation Committee,v 1.0.11\nName of a bodhisattva.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2"
ཀུན་ ཏུ་ མེ་ཏོག,,person-Saṃkusuma,yes,Saṃkusuma,"\nNone\nToh 160, Dharmachakra Translation Committee,v 1.1.6"
ཀུན་ ཏུ་ ཟབ་པ་ -འི་ དཔལ་ དྲི་མ་ མེད་པ་ -འི་ འོད,,person-Samanta­gambhīra­śrī­vimala­prabhā,yes,Samanta­gambhīra­śrī­vimala­prabhā,"\nA night goddess at the bodhimaṇḍa, the kalyāṇamitra of chapter 35.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ ཏུ་ ཟླ་བ,,person-Sa­manta­candra,yes,Sa­manta­candra,"\nA great bodhisattva.\nToh 231, Dharmachakra Translation Committee,v 1.30.12"
ཀུན་ ཏུ་ འཕགས་པ་ -འི་ དཔལ,,person-Samudgataśrī,yes,Samudgataśrī,"\nA bodhisattva present in Śrāvastī.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ ཏུ་ འབྱུང་བ་ -འི་ སྒྲོན་མ,,person-Samanta­saṃbhava­pradīpa,yes,Samanta­saṃbhava­pradīpa,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ ཏུ་ འཚོ་བ་པ,,term-Ājīvika,yes,Ājīvika mendicant,"\nA follower of a non-Buddhist mendicant movement.\nToh 95, Dharmachakra Translation Committee,v 4.48.3"
ཀུན་ ཏུ་ འཚོ་བ,,term-Ājīvaka,yes,Ājīvaka,"\nA religious mendicant of the Indian sect founded by Gosāla Maṅkhaliputra.\nToh 145, David Jackson  under the patronage and supervision of 84000: Translating the Words of the Buddha,v 1.4.16"
ཀུན་ ཏུ་ འཚོ་བ་ -འི་ རིགས,,term-Ājīvika,yes,Ājīvika,"\nA tīrthika order.\nToh 1-1, Robert Miller and team,v 1.35.7"
ཀུན་ ཏུ་ འཛིན་པ,,person-Dhāraṇa,yes,Dhāraṇa,"\nA bodhisattva.\nToh 124, Dharmachakra Translation Committee.,v 1.1.11Full retention\nNone\nToh 147, Anne Burchardi,v 1.2.18"
ཀུན་ཏུ་འོད་ ཟེར,,person-Samantaraśmi,yes,Samantaraśmi,"\nNone\nToh 160, Dharmachakra Translation Committee,v 1.1.6\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8\nName of a bodhisattva.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2"
ཀུན་ཏུ་འོད་ རྣམ་པ་ -ར་ འཕྲུལ་པ་ -འི་ འོད་ཟེར་ གྱི་ རྒྱལ་པོ,,person-Samanta­prabha­vikurvaṇa­rāja,yes,Samanta­prabha­vikurvaṇa­rāja,"\nNone\nToh 160, Dharmachakra Translation Committee,v 1.1.6"
ཀུན་ཏུ་འོད,,person-Samantaprabha,yes,Samantaprabha,"\nA great bodhisattva.\nToh 101, Dharmachakra Translation Committee,v 1.2.15\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15\nThis is the term for the eleventh bodhisattva level. It is also the name of a mansion in the Dharma Discernment hermitage and the name of a Bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8Universal Illumination\nThe ground of buddhahood.\nToh 231, Dharmachakra Translation Committee,v 1.30.12All Luminous\nThe eleventh bodhisattva level.\nToh 431, Dharmachakra Translation Committee,v 2.28.10\nOne of the pratyeka­buddhas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16\nName of a bodhisattva.\nToh 62, Vienna Buddhist Translation Studies Group,v 1.0.2"
ཀུན་ ཏུ་ ཡོངས་སུ་ སྤངས,,place-—,yes,Total Relinquishment,"\nA buddha realm.\nToh 101, Dharmachakra Translation Committee,v 1.2.15"
ཀུན་ ཏུ་ ཡོད,,person-Samanta,yes,Samanta,"\nOne of the śrāvakas attending the delivery of the MMK.\nToh 543, Dharmachakra Translation Committee,v 1.21.16"
ཀུན་ ཏུ་ ཡོན་ཏན་ རིན་པོ་ཆེ་ -ས་ རྣམ་པ་ -ར་ གནོན་པ,,person-—,yes,Overwhelming All with Precious Qualities,"\nName of the thus-gone one of the world system Endowed with Jewels.\nToh 266, Dharmachakra Translation Committee,v 1.0.15"
ཀུན་ ཏུ་ རྒྱལ་བ,,person-Sañjaya,yes,Sañjaya,"\nNone\nToh 558, Dharmachakra Translation Committee,v 1.5.16Completely victorious\nThe name of a karmic wind involved in the formation of an embryo in its twenty-second week.\nToh 58, Robert Kritzer,v 1.1.0"
ཀུན་ ཏུ་ རྒྱུ་ གནག་ ལྷས་ ཀྱི་ བུ,,person-Māskārin Gośāli­putra,yes,Māskārin Gośāli­putra,"\nOne of the six outsider teachers.\nToh 176,None,v 1.45.11"
ཀུན་ ཏུ་ རྒྱུ་བ,,term-parivrājaka,yes,Parivrājaka,"\nA religious mendicant; in Buddhist texts this is often paired with caraka in stock lists of followers of non-Buddhist ascetic traditions.\nToh 114, Dharmachakra Translation Committee,v 1.8.15\nA class of traveling ascetics (both male and female) who held a variety of differing non-Buddhist views.\nToh 181, Dharmachakra Translation Committee,v 0.0.16"
ཀུན་ ཏུ་ རྒྱུ,,term-pari­vrājaka,yes,Parivrājakas,"\nA non-Buddhist religious practitioner who “roams around.”\nToh 100, Dharmachakra Translation Committee,v 1.43.12Parivrājaka\nAn umbrella term for the class of wandering religious ascetics of diverse religious persuasions that were common at the time of the Buddha.\nToh 103, Blazing Wisdom Translation Group,v 1.0.11Parivrājaka\nA general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics including Jains and others.\nToh 129, Dharmachakra Translation Committee,v 1.3.21Parivrājaka\nEvidently a general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics including Jains and others.\nToh 157, Dharmachakra Translation Committee.,v 1.1.9Parivrājaka\n“Wandering mendicant,” parivrājaka (Sanskrit, wanderer; Pāli, paribbājaka). Refers to a class of Indian religious mendicants holding a variety of beliefs who wandered in India from ancient times, including during the time of the Buddha. These peripatetic ascetics, who included women in their number, engaged with one another in debate on a range of topics. Some of their metaphysical views are presented in the early Buddhist discourses of the Pāli Canon.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8Parivrājaka\nA non-Buddhist religious mendicant, lit. who “roams around.”\nToh 201, Dharmachakra Translation Committee,v 1.1.3\nA non-Buddhist religious practitioner who has no fixed residence.\nToh 231, Dharmachakra Translation Committee,v 1.30.12Movement\nA lake near Sudharma.\nToh 287, Dharmachakra Translation Committee,v 1.0.11Parivrājaka\nA specific order of mendicants, or a general term for homeless religious mendicants who, literally, “roam around”; in Buddhist usage the term can refer to non-Buddhist peripatetic ascetics including Jains and others.\nToh 340, Dr. Lozang Jamspal (International Buddhist College, Thailand) and Kaia Tara Fischer,v 1.3.22Parivrājaka\nA general term for homeless religious mendicants who literally “roam around”; in Buddhist usage the term refers to non-Buddhist peripatetic ascetics, including Jains and others.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
ཀུན་ ཏུ་ རྟོག,,person-Samantaketu,yes,Samantaketu,"\nA bodhisattva.\nToh 185, Karen Liljenberg and Ulrich Pagel,v 1.0.8"
ཀུན་ ཏུ་ རྟོག་པ,,term-saṃkalpa; parikalpa,yes,Imagination,"\nNone\nToh 106, Buddhavacana Translation Group (Vienna),v 1.0.9Complete mental construction\nA complete projection of the mind which has no valid basis in reality.\nToh 260, Sakya Pandita Translation Group (International Buddhist Academy Division),v 2.18.11"
ཀུན་ ཏུ་ རྣམ་པ་ -ར་ གཟིགས་པ་ -འི་ ཡེ་ཤེས,,person-Samanta­vilokita­jñāna,yes,Samanta­vilokita­jñāna,"\nA buddha in the distant past.\nToh 44-45, Peter Alan Roberts,v 0.0.8"
